chrom	start	stop	gene_id	gene_name
1	49374201	49472085	ENSG00000225623.1	AGBL4-IT1
1	49691262	49691523	ENSG00000237478.2	AL390023.1
1	49841821	49846400	ENSG00000215887.5	ZNF859P
1	49994318	49996218	ENSG00000279324.1	AL645730.1
1	50017092	50017503	ENSG00000233595.2	MTND2P29
1	50024029	50203772	ENSG00000162374.18	ELAVL4
1	50114937	50115282	ENSG00000230828.1	AL583843.1
1	50174306	50175868	ENSG00000237337.1	ELAVL4-AS1
1	50206084	50223127	ENSG00000233407.1	AL592182.1
1	50229662	50321192	ENSG00000284696.2	LINC02808
1	50252569	50258994	ENSG00000284645.1	AL592182.2
1	50326131	50327007	ENSG00000234080.3	AL596275.1
1	50398825	50399773	ENSG00000229316.1	HMGB1P45
1	50405430	50406024	ENSG00000225671.2	FCF1P6
1	50417550	50423443	ENSG00000142700.12	DMRTA2
1	50423609	50425316	ENSG00000284700.1	AL049637.1
1	50437028	50960267	ENSG00000185104.20	FAF1
1	50461469	50471150	ENSG00000225767.1	FAF1-AS1
1	50582404	50582511	ENSG00000207194.1	RNU6-1026P
1	50780340	50781150	ENSG00000230585.2	PHBP12
1	50846468	50846837	ENSG00000237130.1	MRPS6P2
1	50960745	50974634	ENSG00000123080.12	CDKN2C
1	51059837	51059905	ENSG00000265538.1	MIR4421
1	51060018	51060103	ENSG00000275816.1	MIR6500
1	51102221	51148086	ENSG00000204006.10	C1orf185
1	51107222	51107331	ENSG00000200262.1	Y_RNA
1	51157788	51158471	ENSG00000213478.2	CFL1P2
1	51195095	51235096	ENSG00000203356.2	LINC01562
1	51236273	51273447	ENSG00000123091.5	RNF11
1	51250603	51251472	ENSG00000233406.5	AL162430.1
1	51264916	51266074	ENSG00000236434.2	AL162430.2
1	51287258	51345116	ENSG00000085831.16	TTC39A
1	51329654	51335324	ENSG00000261664.5	TTC39A-AS1
1	51354263	51519266	ENSG00000085832.17	EPS15
1	51372270	51373224	ENSG00000232027.2	AL671986.1
1	51382308	51382414	ENSG00000206595.1	RNU6-877P
1	51461721	51463416	ENSG00000238140.1	AC104170.1
1	51518309	51561629	ENSG00000227070.1	EPS15-AS1
1	51538625	51538729	ENSG00000252032.1	RNU6-1281P
1	51561866	51594897	ENSG00000227742.2	CALR4P
1	51577179	51798427	ENSG00000117859.19	OSBPL9
1	51707138	51708137	ENSG00000236973.2	GAPDHP51
1	51709062	51709940	ENSG00000232846.1	SLC25A6P3
1	51724775	51724896	ENSG00000212624.1	AL050343.1
1	51789191	51878937	ENSG00000078618.22	NRDC
1	51793934	51799154	ENSG00000266993.3	AL050343.2
1	51801028	51801307	ENSG00000272175.1	AL050343.3
1	51836344	51836402	ENSG00000283899.1	MIR761
1	51859778	51860135	ENSG00000230604.2	TSEN15P2
1	51907956	51990700	ENSG00000169213.7	RAB3B
1	51973410	51973535	ENSG00000200839.1	RNA5SP48
1	51980473	51980814	ENSG00000229032.1	AL445685.2
1	51995740	51996039	ENSG00000264613.2	RN7SL290P
1	52020131	52055191	ENSG00000117862.13	TXNDC12
1	52020153	52033350	ENSG00000285839.1	AL445685.3
1	52032103	52033810	ENSG00000198841.4	KTI12
1	52033391	52044279	ENSG00000223390.1	AL445685.1
1	52050918	52052683	ENSG00000228369.2	TXNDC12-AS1
1	52056199	52090716	ENSG00000134717.18	BTF3L4
1	52142089	52348671	ENSG00000157077.16	ZFYVE9
1	52150104	52150419	ENSG00000241745.3	RN7SL788P
1	52160261	52160600	ENSG00000228407.2	AL139156.2
1	52162186	52163026	ENSG00000223429.1	AL139156.1
1	52179848	52180553	ENSG00000224255.2	PDCL3P6
1	52189916	52190309	ENSG00000236004.2	AL139156.3
1	52252062	52252773	ENSG00000237663.2	DNAJC19P7
1	52253621	52254176	ENSG00000213735.2	ANAPC10P1
1	52345723	52366205	ENSG00000154222.15	CC2D1B
1	52353487	52353877	ENSG00000272100.1	AL513218.1
1	52365443	52367865	ENSG00000287078.1	AL513218.2
1	52368677	52369244	ENSG00000224680.4	PLA2G12AP1
1	52372829	52404423	ENSG00000085840.13	ORC1
1	52404602	52420836	ENSG00000134748.13	PRPF38A
1	52408282	52553487	ENSG00000134744.14	TUT4
1	52554818	52555273	ENSG00000272371.1	AL591167.1
1	52573114	52573816	ENSG00000236290.1	EEF1GP7
1	52602371	52609051	ENSG00000116157.6	GPX7
1	52633168	52669683	ENSG00000182183.15	SHISAL2A
1	52684449	52698347	ENSG00000162377.6	COA7
1	52709122	52709442	ENSG00000233664.1	NDUFS5P3
1	52714399	52714695	ENSG00000239640.3	RN7SL62P
1	52726453	52827336	ENSG00000162378.13	ZYG11B
1	52754322	52754462	ENSG00000252018.1	RNU2-30P
1	52772194	52772648	ENSG00000228929.1	RPS13P2
1	52805108	52805212	ENSG00000206627.1	RNU6-969P
1	52842511	52894998	ENSG00000203995.10	ZYG11A
1	52881216	52881730	ENSG00000242391.2	AC099677.3
1	52895910	52927212	ENSG00000121310.17	ECHDC2
1	52920422	52920596	ENSG00000230953.2	AC099677.1
1	52925249	52925423	ENSG00000231866.2	AC099677.2
1	52927276	53051698	ENSG00000116171.19	SCP2
1	52928674	52928772	ENSG00000264834.1	AC099677.4
1	52934930	52935017	ENSG00000266188.1	AC099677.6
1	52940314	52940413	ENSG00000265815.1	AC099677.5
1	52943536	52943930	ENSG00000237279.2	H3P2
1	52993201	52993702	ENSG00000236360.2	RRAS2P1
1	52994726	52996026	ENSG00000226147.1	TUBBP10
1	53062052	53085501	ENSG00000174348.14	PODN
1	53069938	53085502	ENSG00000232993.1	AL445183.1
1	53073110	53073389	ENSG00000227644.2	HIGD1AP11
1	53087179	53142638	ENSG00000162383.13	SLC1A7
1	53114576	53118609	ENSG00000235563.1	AL445183.2
1	53180921	53186900	ENSG00000277397.1	AL606760.4
1	53196792	53214197	ENSG00000157184.7	CPT2
1	53209783	53213775	ENSG00000236723.2	AL606760.2
1	53214099	53220634	ENSG00000162384.14	CZIB
1	53220663	53224253	ENSG00000259818.1	AL606760.3
1	53226900	53238518	ENSG00000162385.11	MAGOH
1	53238550	53246482	ENSG00000226754.2	AL606760.1
1	53242364	53328469	ENSG00000157193.18	LRP8
1	53267935	53268601	ENSG00000234578.1	AL355483.3
1	53288024	53289706	ENSG00000228838.1	AL355483.1
1	53304536	53307462	ENSG00000232762.1	AL355483.2
1	53328233	53336509	ENSG00000225675.2	LINC01771
1	53344031	53365473	ENSG00000285954.1	AC119428.2
1	53348488	53349233	ENSG00000226938.1	AC119428.1
1	53366656	53368245	ENSG00000230138.2	LINC02812
1	53413149	53440020	ENSG00000236253.7	SLC25A3P1
1	53441268	53441346	ENSG00000288527.1	AL365445.1
1	53459399	53467488	ENSG00000143006.7	DMRTB1
1	53506237	53738106	ENSG00000174332.5	GLIS1
1	53688749	53688812	ENSG00000239007.1	RNU7-95P
1	53765478	53838463	ENSG00000058804.12	NDC1
1	53771018	53771153	ENSG00000201003.1	AL049745.1
1	53841547	53841832	ENSG00000229687.2	AL049745.2
1	53851719	53889798	ENSG00000058799.15	YIPF1
1	53891239	53911086	ENSG00000211452.11	DIO1
1	53916574	53945699	ENSG00000081870.12	HSPB11
1	53946085	53968168	ENSG00000116212.15	LRRC42
1	53974969	53976031	ENSG00000219102.3	HNRNPA3P12
1	54007298	54018186	ENSG00000203985.11	LDLRAD1
1	54026681	54053504	ENSG00000116209.12	TMEM59
1	54033126	54034880	ENSG00000280378.1	AL353898.3
1	54053584	54112519	ENSG00000116205.14	TCEANC2
1	54054079	54054154	ENSG00000283749.1	MIR4781
1	54089856	54090093	ENSG00000225183.1	AL353898.1
1	54099968	54100224	ENSG00000279049.1	AL353898.2
1	54132686	54200073	ENSG00000256407.2	AL357673.1
1	54132968	54153770	ENSG00000157211.11	CDCP2
1	54137746	54142980	ENSG00000280425.2	AL357673.2
1	54169651	54200036	ENSG00000215883.10	CYB5RL
1	54184041	54225464	ENSG00000116221.15	MRPL37
1	54225433	54413479	ENSG00000157216.16	SSBP3
1	54236440	54239063	ENSG00000198711.5	SSBP3-AS1
1	54285405	54287371	ENSG00000225632.1	AL161644.1
1	54416256	54420860	ENSG00000232245.1	AL035415.1
1	54514417	54517383	ENSG00000287582.1	AC099796.2
1	54516412	54517259	ENSG00000235741.1	LINC02784
1	54524824	54524931	ENSG00000237173.1	AC099796.1
1	54536796	54537758	ENSG00000227453.1	HNRNPA1P63
1	54542257	54639192	ENSG00000162390.18	ACOT11
1	54609181	54623556	ENSG00000162391.12	FAM151A
1	54621477	54628438	ENSG00000230728.1	AL590093.1
1	54641754	54710266	ENSG00000184313.20	MROH7
1	54641786	54742308	ENSG00000271723.5	MROH7-TTC4
1	54715861	54742657	ENSG00000243725.7	TTC4
1	54756898	54764523	ENSG00000162396.6	PARS2
1	54779712	54801323	ENSG00000006555.11	TTC22
1	54792885	54794905	ENSG00000237453.1	AC096536.1
1	54806063	54842252	ENSG00000162398.11	LEXM
1	54849627	54887195	ENSG00000116133.13	DHCR24
1	54874672	54883664	ENSG00000287724.1	AC096536.3
1	54886875	54888001	ENSG00000242396.1	AC096536.2
1	54887563	54888850	ENSG00000233203.6	DHCR24-DT
1	54974900	54980464	ENSG00000284601.1	AL590440.2
1	54980628	54992288	ENSG00000143001.5	TMEM61
1	54980950	54992274	ENSG00000233271.1	AL590440.1
1	54998933	55017172	ENSG00000162399.9	BSND
1	55039447	55064852	ENSG00000169174.11	PCSK9
1	55066359	55215364	ENSG00000162402.14	USP24
1	55217645	55324691	ENSG00000231090.2	MIR4422HG
1	55222379	55223372	ENSG00000231095.1	GYG1P3
1	55225641	55225723	ENSG00000265822.1	MIR4422
1	55329288	56070513	ENSG00000234810.4	AL603840.1
1	55367466	55368774	ENSG00000231900.3	GOT2P1
1	55372710	55373316	ENSG00000232198.2	MTCO2P34
1	55376526	55376852	ENSG00000199831.1	RN7SKP291
1	55398514	55398620	ENSG00000252162.1	RNU6-830P
1	55484871	55484972	ENSG00000272051.1	Y_RNA
1	55868254	55950119	ENSG00000233079.3	LINC01755
1	55915603	55944980	ENSG00000230250.3	LINC01753
1	55938714	55939280	ENSG00000227104.3	PIGQP1
1	56145721	56155224	ENSG00000235612.1	AL353681.1
1	56154545	56477687	ENSG00000260971.4	AC119674.1
1	56173433	56524495	ENSG00000284686.1	AC119674.2
1	56207567	56208456	ENSG00000229871.1	RPSAP20
1	56414935	56417137	ENSG00000223956.3	LINC01767
1	56494761	56645301	ENSG00000162407.9	PLPP3
1	56538452	56538911	ENSG00000236776.1	RPL21P23
1	56585612	56586242	ENSG00000224980.1	RPL23AP85
1	56619409	56619549	ENSG00000225475.1	AC099789.1
1	56645314	56715335	ENSG00000162409.11	PRKAA2
1	56718789	56819696	ENSG00000187889.13	FYB2
1	56823679	56826920	ENSG00000229913.1	AL360295.1
1	56854797	56918223	ENSG00000157131.11	C8A
1	56929207	56966140	ENSG00000021852.13	C8B
1	56963886	56996757	ENSG00000236341.1	AL161740.1
1	56994778	58546734	ENSG00000173406.16	DAB1
1	57386576	57387450	ENSG00000227935.1	AL390243.1
1	57605847	57606206	ENSG00000236888.1	RPS20P5
1	57860532	57880905	ENSG00000226759.8	DAB1-AS1
1	58047889	58049335	ENSG00000229887.4	HNRNPA1P6
1	58056133	58056480	ENSG00000223416.3	RPS26P15
1	58060139	58080274	ENSG00000235038.1	AL445193.2
1	58084419	58084559	ENSG00000230546.1	AL445193.1
1	58228682	58229003	ENSG00000233216.1	AL357373.1
1	58415384	58546802	ENSG00000162600.12	OMA1
1	58546168	58563897	ENSG00000286918.1	AL035411.3
1	58552913	58553333	ENSG00000270209.1	AL035411.2
1	58565631	58565932	ENSG00000264128.2	RN7SL713P
1	58575433	58577252	ENSG00000184292.7	TACSTD2
1	58630841	58631530	ENSG00000185839.3	AL035411.1
1	58643440	58700077	ENSG00000162601.11	MYSM1
1	58715609	58771295	ENSG00000283445.1	AL136985.3
1	58776845	58784048	ENSG00000177606.8	JUN
1	58785128	58901109	ENSG00000234807.7	LINC01135
1	58812808	58813342	ENSG00000272226.1	AL136985.2
1	58838448	58851254	ENSG00000231740.1	AL136985.1
1	58882868	58931897	ENSG00000232453.7	LINC02777
1	58933643	59240555	ENSG00000237352.4	LINC01358
1	58999676	59000494	ENSG00000228121.1	PHBP3
1	59054397	59056049	ENSG00000241042.1	AL592431.2
1	59055999	59078116	ENSG00000235215.2	AL592431.1
1	59131932	59296491	ENSG00000224609.8	HSD52
1	59289303	59289640	ENSG00000270457.1	AC093424.1
1	59296638	59810647	ENSG00000172456.18	FGGY
1	59733227	59733296	ENSG00000266150.1	MIR4711
1	59754747	59789182	ENSG00000226883.1	AL035416.1
1	59814786	59876322	ENSG00000134709.12	HOOK1
1	59893308	59926773	ENSG00000134716.11	CYP2J2
1	59974757	59975054	ENSG00000265535.2	RN7SL475P
1	59987269	60073770	ENSG00000162598.13	C1orf87
1	60097415	60097976	ENSG00000229332.2	PGBD4P8
1	60114875	60149784	ENSG00000238242.2	LINC02778
1	60515716	60640507	ENSG00000226476.6	LINC01748
1	60659631	60868009	ENSG00000231252.3	AC099792.1
1	60865259	61462788	ENSG00000162599.17	NFIA
1	60912675	61056885	ENSG00000237928.6	NFIA-AS2
1	61248945	61253510	ENSG00000237853.6	NFIA-AS1
1	61481087	61533271	ENSG00000284808.1	AC099791.3
1	61588049	61589904	ENSG00000287224.1	AC099791.4
1	61654194	61654908	ENSG00000223920.2	AC099791.1
1	61681046	61725423	ENSG00000162604.12	TM2D1
1	61741998	61742424	ENSG00000271200.1	AC099791.2
1	61742477	62178675	ENSG00000132849.21	PATJ
1	61816419	61816522	ENSG00000200575.1	RNU6-414P
1	61852499	61852602	ENSG00000212360.1	RNU6-1177P
1	62038842	62039111	ENSG00000236646.1	LAMTOR5P1
1	62072448	62072741	ENSG00000242860.3	RN7SL180P
1	62078786	62078859	ENSG00000263908.1	MIR3116-1
1	62078789	62078856	ENSG00000283690.1	MIR3116-2
1	62189131	62189953	ENSG00000234204.1	PIGPP2
1	62190522	62190926	ENSG00000234088.1	RPS15AP7
1	62194849	62212328	ENSG00000240563.2	L1TD1
1	62208136	62208442	ENSG00000237227.1	AL162739.1
1	62211557	62211666	ENSG00000200174.1	Y_RNA
1	62236165	62319434	ENSG00000132854.19	KANK4
1	62298149	62298256	ENSG00000201153.1	RNU6-371P
1	62436297	62451804	ENSG00000162607.13	USP1
1	62454298	62688386	ENSG00000116641.18	DOCK7
1	62530636	62530873	ENSG00000270549.1	AL451044.1
1	62597520	62606313	ENSG00000132855.5	ANGPTL3
1	62607766	62609584	ENSG00000278967.1	AL138847.2
1	62641122	62641667	ENSG00000213703.2	AL138847.1
1	62688482	62710694	ENSG00000235545.1	AC103923.1
1	62784132	62865516	ENSG00000125703.15	ATG4C
1	62896009	62901639	ENSG00000234318.1	AC099794.1
1	62905180	62905482	ENSG00000237163.1	AC099794.2
1	62975751	63022504	ENSG00000229537.7	LINC01739
1	63011197	63018614	ENSG00000286455.1	AL162400.3
1	63024207	63025658	ENSG00000227485.1	AL162400.1
1	63078081	63079031	ENSG00000229225.1	AL162400.2
1	63139250	63163153	ENSG00000203605.3	AC096543.1
1	63159083	63317274	ENSG00000224209.8	LINC00466
1	63186336	63186450	ENSG00000252259.1	RNA5SP49
1	63249920	63251771	ENSG00000228734.2	AC096543.2
1	63262113	63262707	ENSG00000223683.1	RPSAP65
1	63320884	63324441	ENSG00000230798.5	FOXD3-AS1
1	63322567	63325128	ENSG00000187140.6	FOXD3
1	63326925	63326984	ENSG00000275836.1	MIR6068
1	63338263	63338372	ENSG00000252784.1	Y_RNA
1	63359823	63361179	ENSG00000236674.1	AL049636.1
1	63367575	63438553	ENSG00000088035.18	ALG6
1	63440770	63593721	ENSG00000142856.17	ITGB3BP
1	63487957	63508204	ENSG00000286429.1	BX004807.1
1	63523372	63572693	ENSG00000203965.13	EFCAB7
1	63529613	63529898	ENSG00000264271.2	RN7SL488P
1	63536711	63536770	ENSG00000251720.1	RNU7-123P
1	63547082	63550636	ENSG00000116652.6	DLEU2L
1	63548977	63549112	ENSG00000276884.1	AL109925.3
1	63549133	63549216	ENSG00000278287.1	AL109925.6
1	63549227	63549284	ENSG00000277565.1	AL109925.4
1	63549294	63549366	ENSG00000275823.1	AL109925.2
1	63549374	63549463	ENSG00000277689.1	AL109925.5
1	63549489	63549608	ENSG00000274199.1	AL109925.1
1	63593411	63660245	ENSG00000079739.17	PGM1
1	63655743	63656047	ENSG00000244256.3	RN7SL130P
1	63774017	64181498	ENSG00000185483.12	ROR1
1	63788721	63789304	ENSG00000177452.7	AL161742.1
1	63843196	63843685	ENSG00000228056.3	CFL1P3
1	64028894	64029000	ENSG00000207190.1	RNU6-809P
1	64066640	64066741	ENSG00000200508.1	Y_RNA
1	64094379	64171342	ENSG00000223949.8	ROR1-AS1
1	64186791	64192685	ENSG00000284928.1	AL445205.1
1	64203627	64267368	ENSG00000177414.13	UBE2U
1	64384398	64384459	ENSG00000238653.1	RNU7-62P
1	64470129	64693058	ENSG00000158966.16	CACHD1
1	64579847	64579923	ENSG00000264470.1	MIR4794
1	64745095	64833232	ENSG00000162437.14	RAVER2
1	64833229	65067754	ENSG00000162434.13	JAK1
1	64918443	64918683	ENSG00000234784.2	AL606517.2
1	64941979	64942365	ENSG00000233877.2	AL606517.1
1	64972225	65002489	ENSG00000226891.9	LINC01359
1	64984608	64986087	ENSG00000185031.6	SLC2A3P2
1	65003470	65004087	ENSG00000272506.1	AL357078.2
1	65022968	65023074	ENSG00000212257.1	RNU6-1176P
1	65057755	65057842	ENSG00000265996.1	MIR3671
1	65058434	65058508	ENSG00000199135.1	MIR101-1
1	65077413	65078131	ENSG00000235804.2	AL357078.1
1	65092392	65092614	ENSG00000234496.2	MRPS21P1
1	65147549	65232145	ENSG00000162433.15	AK4
1	65154480	65154650	ENSG00000231622.1	RPS29P7
1	65248219	65415871	ENSG00000116675.16	DNAJC6
1	65279456	65306521	ENSG00000229294.1	AL139294.1
1	65298755	65298980	ENSG00000234144.1	COX6CP13
1	65415816	65416006	ENSG00000222624.1	RNU2-15P
1	65420587	65436007	ENSG00000213625.9	LEPROT
1	65420652	65641559	ENSG00000116678.20	LEPR
1	65486406	65494188	ENSG00000237852.1	AC119800.1
1	65576129	65578380	ENSG00000224570.1	AC097063.1
1	65703962	65714847	ENSG00000285079.1	AL513493.1
1	65761058	65761352	ENSG00000239319.3	RN7SL854P
1	65792514	66374579	ENSG00000184588.18	PDE4B
1	66042500	66050718	ENSG00000227466.1	PDE4B-AS1
1	66094461	66094546	ENSG00000223152.1	RNU4-88P
1	66533383	66751139	ENSG00000118473.22	SGIP1
1	66628440	66628517	ENSG00000264720.3	MIR3117
1	66665864	66677027	ENSG00000248458.2	AL139147.1
1	66752459	66779047	ENSG00000152760.10	TCTEX1D1
1	66797741	66801256	ENSG00000172410.4	INSL5
1	66812885	66924856	ENSG00000152763.17	DNAI4
1	66826942	66828558	ENSG00000231080.1	AL592161.1
1	66924895	66988619	ENSG00000198160.15	MIER1
1	66999350	67054148	ENSG00000116704.8	SLC35D1
1	67092165	67231853	ENSG00000203963.11	C1orf141
1	67102645	67102779	ENSG00000252433.1	AL133320.1
1	67121605	67123956	ENSG00000275678.1	AL133320.2
1	67138907	67259979	ENSG00000162594.16	IL23R
1	67196140	67196243	ENSG00000253074.1	RNU6-586P
1	67267601	67267726	ENSG00000252116.1	RNU4ATAC4P
1	67278052	67278779	ENSG00000228523.1	DNAJB6P4
1	67307364	67398724	ENSG00000081985.13	IL12RB2
1	67407810	67430415	ENSG00000142864.15	SERBP1
1	67417214	67417318	ENSG00000223263.1	RNU6-387P
1	67522299	67532612	ENSG00000235200.3	LINC01702
1	67541127	67541233	ENSG00000207504.1	RNU6-1031P
1	67561073	67561446	ENSG00000238139.2	AL590559.1
1	67656831	67657129	ENSG00000242482.3	RN7SL392P
1	67660155	67661013	ENSG00000232048.2	HNRNPCP9
1	67685201	67688334	ENSG00000116717.13	GADD45A
1	67701475	67833467	ENSG00000172380.6	GNG12
1	67772593	67772653	ENSG00000238778.1	RNU7-80P
1	67832303	68202987	ENSG00000232284.7	GNG12-AS1
1	68043330	68044233	ENSG00000235055.3	AL157407.1
1	68045886	68051631	ENSG00000162595.7	DIRAS3
1	68049360	68049745	ENSG00000228431.1	ARL5AP3
1	68098473	68233120	ENSG00000116729.14	WLS
1	68161761	68163090	ENSG00000234383.1	CTBP2P8
1	68183518	68183610	ENSG00000221203.1	MIR1262
1	68242474	68243055	ENSG00000229133.1	RPS7P4
1	68282388	68282622	ENSG00000225242.2	COX6B1P7
1	68375327	68375663	ENSG00000237622.1	ELOCP18
1	68381441	68381657	ENSG00000229440.1	AL139413.1
1	68428822	68449954	ENSG00000116745.7	RPE65
1	68474152	68497221	ENSG00000024526.17	DEPDC1
1	68479129	68483539	ENSG00000233589.1	AL138789.1
1	68496676	68538627	ENSG00000234264.1	DEPDC1-AS1
1	68514375	68514669	ENSG00000225167.1	TXNP2
1	68633701	68640425	ENSG00000285041.1	AL035412.1
1	68679202	68943452	ENSG00000285407.1	AL033530.1
1	68974010	69023558	ENSG00000285473.1	AL691520.1
1	69055838	69229607	ENSG00000223883.2	LINC01707
1	69215835	69249477	ENSG00000235446.2	LINC02791
1	69433255	69435409	ENSG00000229639.1	LINC01758
1	69551848	69563715	ENSG00000287453.1	AL359894.1
1	69567922	70151945	ENSG00000033122.21	LRRC7
1	69606855	69608301	ENSG00000270615.1	SGO1P1
1	69706950	69710274	ENSG00000287283.1	AL117353.1
1	69879592	69879895	ENSG00000240692.3	RN7SL538P
1	69919322	69920317	ENSG00000229359.2	PIN1P1
1	70013982	70031222	ENSG00000237919.5	LRRC7-AS1
1	70144805	70205579	ENSG00000066557.6	LRRC40
1	70180144	70180440	ENSG00000244389.3	RN7SL242P
1	70205682	70253052	ENSG00000116754.13	SRSF11
1	70218589	70221023	ENSG00000228988.1	AL353771.1
1	70258999	70354734	ENSG00000118454.13	ANKRD13C
1	70354805	70385339	ENSG00000197568.14	HHLA3
1	70359562	70360437	ENSG00000226088.1	HHLA3-AS1
1	70411218	70439851	ENSG00000116761.12	CTH
1	70430896	70431178	ENSG00000278636.1	Metazoa_SRP
1	70445071	70445536	ENSG00000271992.1	AL354872.1
1	70530526	70531492	ENSG00000233020.1	CHORDC1P5
1	70660657	70661265	ENSG00000237033.2	CASP3P1
1	70706441	70786468	ENSG00000229051.2	LINC01788
1	70715933	70720289	ENSG00000226208.1	AL513285.1
1	70852353	71047808	ENSG00000050628.20	PTGER3
1	70947379	70951493	ENSG00000235782.1	AL031429.1
1	71005854	71006502	ENSG00000269933.1	AL031429.2
1	71048855	71067184	ENSG00000235079.1	ZRANB2-AS1
1	71063291	71081289	ENSG00000132485.14	ZRANB2
1	71067631	71067716	ENSG00000207721.1	MIR186
1	71081324	71489976	ENSG00000229956.11	ZRANB2-AS2
1	71367054	71367303	ENSG00000226324.1	AL358453.1
1	71395943	72282539	ENSG00000172260.15	NEGR1
1	71570956	71573558	ENSG00000231985.1	AL354949.1
1	71738173	71738354	ENSG00000271618.1	AL359821.1
1	71794232	71837012	ENSG00000228853.1	NEGR1-IT1
1	72274552	72275159	ENSG00000233994.2	GDI2P2
1	72283170	72753772	ENSG00000286863.1	AL513166.1
1	72301472	72301829	ENSG00000227207.2	RPL31P12
1	72636547	72899240	ENSG00000225087.2	AL583808.1
1	72717663	72717769	ENSG00000212366.1	RNU6-1246P
1	72765031	72791282	ENSG00000227016.3	LINC02796
1	72793104	72854475	ENSG00000285808.1	LINC02797
1	72979014	72979314	ENSG00000280317.1	AL732618.1
1	73104792	73106282	ENSG00000229636.2	KRT8P21
1	73191604	73191855	ENSG00000251825.1	RN7SKP19
1	73305609	73355253	ENSG00000233973.7	LINC01360
1	73635216	73715214	ENSG00000223479.3	LINC02238
1	73749517	73749623	ENSG00000200601.1	RNA5SP50
1	73787370	73915340	ENSG00000285778.2	AL591463.1
1	73883714	73883822	ENSG00000252005.2	RNU4ATAC8P
1	74026015	74198187	ENSG00000162620.16	LRRIQ3
1	74198212	74234086	ENSG00000254685.7	FPGT
1	74198235	74544393	ENSG00000259030.8	FPGT-TNNI3K
1	74235387	74544428	ENSG00000116783.15	TNNI3K
1	74341579	74378802	ENSG00000237324.3	AC093158.1
1	74468195	74469543	ENSG00000233894.1	AC105271.1
1	74469376	74512611	ENSG00000162621.7	LRRC53
1	74568117	74673792	ENSG00000178965.14	ERICH3
1	74577430	74626098	ENSG00000234497.5	ERICH3-AS1
1	74698769	74699333	ENSG00000272864.1	AC135803.1
1	74705482	74733408	ENSG00000116791.14	CRYZ
1	74733152	74766678	ENSG00000162623.16	TYW3
1	74963314	74965118	ENSG00000229943.1	AC133865.1
1	75122518	75123927	ENSG00000261213.1	AC099786.3
1	75127830	75133058	ENSG00000224127.1	AC099786.1
1	75128434	75161533	ENSG00000162624.14	LHX8
1	75129974	75132576	ENSG00000224149.1	AC099786.2
1	75183045	75183147	ENSG00000206999.1	RNU6-622P
1	75202131	75611116	ENSG00000137968.16	SLC44A5
1	75521562	75522231	ENSG00000224493.1	AC093156.1
1	75538015	75538119	ENSG00000252338.1	RNU6-503P
1	75582099	75582555	ENSG00000213579.3	AL096829.1
1	75641178	75724049	ENSG00000230863.3	AL137803.1
1	75724431	75787575	ENSG00000117054.15	ACADM
1	75743423	75744776	ENSG00000181227.3	DLSTP1
1	75786197	75795086	ENSG00000137955.16	RABGGTB
1	75787072	75787150	ENSG00000206620.1	SNORD45C
1	75787889	75787972	ENSG00000207241.1	SNORD45A
1	75789477	75789548	ENSG00000201487.1	SNORD45B
1	75796882	75913242	ENSG00000057468.7	MSH4
1	75918873	75932404	ENSG00000154007.7	ASB17
1	75926454	76019356	ENSG00000225605.3	AC092813.1
1	76041691	76066349	ENSG00000230027.2	AC092813.2
1	76074746	76634603	ENSG00000184005.11	ST6GALNAC3
1	76353583	76354246	ENSG00000223905.1	AC103592.1
1	76636877	76637339	ENSG00000272855.1	AC104458.1
1	76699789	76700538	ENSG00000226415.1	TPI1P1
1	76753135	76753240	ENSG00000199921.1	RNU6-161P
1	76758124	76779267	ENSG00000237552.1	LINC02567
1	76867480	77067546	ENSG00000117069.15	ST6GALNAC5
1	77060143	77060202	ENSG00000276081.1	MIR7156
1	77067920	77078482	ENSG00000288543.1	AL035409.2
1	77081984	77086402	ENSG00000230498.3	AL035409.1
1	77088989	77219430	ENSG00000142892.15	PIGK
1	77129114	77129668	ENSG00000226084.5	AC113935.1
1	77194825	77195395	ENSG00000228187.1	AC093433.1
1	77248633	77250826	ENSG00000287870.1	AC093433.2
1	77282019	77559966	ENSG00000154027.19	AK5
1	77346046	77349585	ENSG00000233099.1	AC095030.1
1	77420325	77420386	ENSG00000251767.1	RNU7-8P
1	77431314	77437604	ENSG00000287647.1	AC093575.1
1	77562416	77683419	ENSG00000036549.13	ZZZ3
1	77614869	77614952	ENSG00000251785.1	RNA5SP20
1	77645324	77645618	ENSG00000243437.3	RN7SL370P
1	77695987	77759852	ENSG00000077254.14	USP33
1	77773865	77774864	ENSG00000232672.1	ACTG1P21
1	77779624	77879539	ENSG00000180488.15	MIGA1
1	77779904	77779999	ENSG00000222849.1	RNA5SP21
1	77810861	77811781	ENSG00000219201.4	AC138392.1
1	77847110	77848802	ENSG00000235613.2	NSRP1P1
1	77853355	77853893	ENSG00000232015.2	HSPE1P25
1	77881348	77889539	ENSG00000235927.4	NEXN-AS1
1	77888513	77943895	ENSG00000162614.19	NEXN
1	77944055	77979110	ENSG00000162613.17	FUBP1
1	77979175	78017964	ENSG00000162616.9	DNAJB4
1	77979542	78138444	ENSG00000137960.6	GIPC2
1	78004346	78004554	ENSG00000273338.1	AC103591.3
